id,company_id,owner_id,deal_type,status,stage,deal_value_usd,lost_reason,previous_deal_id,sub_status,win_reason,key_learning,follow_up_action,created_at,closed_at,follow_up_at
3142aa43-1024-4451-b2ce-3c9249f52128,de107a28-2171-4393-ad19-f15c3a71ca72,78c6f717-e9bd-4d49-a0ce-566a99e8e45e,new,won,negotiating,500,,,,product_fit,"Partner referral, smooth process",Integration support needed,2025-12-04 03:54:14,2025-12-31 03:54:14,
f3c8ff5c-b453-4a24-88a8-27e51e01a5b6,c447c052-b552-4430-a603-7ece6d38d773,78c6f717-e9bd-4d49-a0ce-566a99e8e45e,new,lost,,9600,competitor_win,,,,Looker ecosystem lock-in,Wait for champion replacement,2026-02-11 03:54:14,2026-04-07 03:54:14,
1fbae6a6-921c-466b-838e-1adf23e5278c,c0de8844-82ec-488b-bc0d-919aa51b8128,74f11ff3-05b3-4cbb-9979-4e25b5faae4d,new,won,negotiating,1200,,,,product_fit,Data team loved the modeling layer,Connect with CS for rollout,2018-09-27 03:54:14,2018-12-01 03:54:14,
f7d2257f-21f4-46d3-a912-9820e593001d,b2c39037-6873-4655-a460-9c31f111d2a0,78c6f717-e9bd-4d49-a0ce-566a99e8e45e,new,won,negotiating,36000,,,,product_fit,POC exceeded expectations,Dashboard migration assistance,2019-08-11 03:54:14,2019-09-21 03:54:14,
25b0c57c-ca79-48ed-ae47-c8bc03d35de7,c3000093-f9b7-438e-9aa6-d22bb1ae14d7,78c6f717-e9bd-4d49-a0ce-566a99e8e45e,new,won,negotiating,4800,,,,product_fit,Semantic layer was differentiator,Dashboard migration assistance,2019-10-27 03:54:14,2019-12-15 03:54:14,
af20d391-fba7-4aee-816f-9ab37354f886,a0354972-7ad2-4c55-b8c1-f58fa43a5891,74f11ff3-05b3-4cbb-9979-4e25b5faae4d,new,won,negotiating,36000,,,,relationship,Champion drove internal buy-in,Upsell conversation in 6 months,2021-02-02 03:54:14,2021-04-30 03:54:14,
2383db54-2166-49ff-b00d-4db768e73c12,7704a42e-ca98-4041-8075-7b6560a0a5fa,3620388c-a5c6-412d-a681-cdfd55da1658,new,won,negotiating,18000,,,,product_fit,Quick time-to-value sealed it,Connect with CS for rollout,2021-12-18 03:54:14,2022-01-25 03:54:14,
83c46caa-7cbd-4f42-b92c-56fa529f5994,a2110e9a-5cf2-45aa-b27e-951779b8fcec,3620388c-a5c6-412d-a681-cdfd55da1658,new,won,negotiating,4800,,,,product_fit,Competitive bake-off win on flexibility,Connect with CS for rollout,2022-09-27 03:54:14,2022-11-01 03:54:14,
e305f087-def4-40ac-a752-a4af2b9d85bf,6a71c8a3-8f79-4046-9401-8d23bf5bc0e4,78c6f717-e9bd-4d49-a0ce-566a99e8e45e,new,won,negotiating,4800,,,,competitive_gap,Self-serve trial converted smoothly,Training session scheduled,2023-07-02 03:54:14,2023-07-29 03:54:14,
5cbac4cf-53b2-4517-8334-73d5ab5860d3,4e5da1e9-fb7d-454a-af62-6095772d840a,731e7915-c734-4dff-bb2c-a67a09eca181,new,won,negotiating,500,,,,pricing_advantage,"Strong product fit, fast legal",Upsell conversation in 6 months,2024-12-09 03:54:14,2025-03-09 03:54:14,
1dae9505-732a-4c8a-ade1-b94167d040b4,c72999d7-7248-4b22-bea8-25688f72fff1,731e7915-c734-4dff-bb2c-a67a09eca181,new,won,negotiating,2400,,,,product_fit,Integration story resonated,Schedule QBR in 90 days,2025-11-08 03:54:14,2026-01-10 03:54:14,
4e1a3e2a-cf6d-4e5d-8273-66c9680a8829,e49db615-24db-42a1-9175-e8ebd3084f9d,f1fa6171-c7a4-4b92-bf01-ad9a3ea7f82b,new,won,negotiating,60000,,,,product_fit,Referral accelerated cycle,Integration support needed,2026-02-09 03:54:14,2026-05-08 03:54:14,
d7c490f4-4bce-4386-9dbc-91d1d5963317,81a4b120-22ed-46bc-aaa5-4b35d99f8403,731e7915-c734-4dff-bb2c-a67a09eca181,new,won,negotiating,9600,,,,pricing_advantage,Quick time-to-value sealed it,Integration support needed,2018-05-15 03:54:14,2018-07-10 03:54:14,
10276e92-064c-4ce5-926f-8862dfcd5017,297bb0a3-49ce-4ba6-b1c0-a6d2d10129ed,74f11ff3-05b3-4cbb-9979-4e25b5faae4d,new,won,negotiating,4800,,,,product_fit,Data team loved the modeling layer,Upsell conversation in 6 months,2019-08-11 03:54:14,2019-09-20 03:54:14,
a0f4f24a-f3cd-4d25-b47d-e439e0d39db8,97732e95-461d-40cc-af2f-5760ef14c1fe,78c6f717-e9bd-4d49-a0ce-566a99e8e45e,new,won,negotiating,4800,,,,product_fit,Data team loved the modeling layer,Dashboard migration assistance,2020-06-20 03:54:14,2020-08-12 03:54:14,
48d9be07-5b8c-4366-b95f-555e1a0992ab,a54accb0-16e5-4a06-b18e-ea6cbe3692d1,78c6f717-e9bd-4d49-a0ce-566a99e8e45e,new,won,negotiating,4800,,,,relationship,"Partner referral, smooth process",Dashboard migration assistance,2021-02-09 03:54:14,2021-03-14 03:54:14,
7dc6c254-db20-4847-ab4a-5506743556f2,b1fd9784-2306-4728-a230-881092aba8a1,74f11ff3-05b3-4cbb-9979-4e25b5faae4d,new,won,negotiating,18000,,,,competitive_gap,"Strong product fit, fast legal",Dashboard migration assistance,2021-07-21 03:54:14,2021-10-09 03:54:14,
c3cf877b-8512-4323-956a-9b69cff3b0b6,4367bf68-f4b6-4747-8e9e-52c93cff4535,78c6f717-e9bd-4d49-a0ce-566a99e8e45e,new,won,negotiating,36000,,,,pricing_advantage,Data team loved the modeling layer,Training session scheduled,2022-11-14 03:54:14,2023-01-26 03:54:14,
a0c67e8c-ed0c-4f3b-8b79-e01e7ff6eec4,3fb2be08-4024-4d9a-b103-9111d01de65e,4ee2aab8-ac5d-4e0b-96d8-1b9b4306bf9a,new,won,negotiating,18000,,,,competitive_gap,Champion drove internal buy-in,Dashboard migration assistance,2024-01-11 03:54:14,2024-03-05 03:54:14,
6f98fa81-39b8-4fb6-bc8d-c1cf5004ee06,419020f8-fadd-4606-a7ea-d5b1d9af037e,3620388c-a5c6-412d-a681-cdfd55da1658,new,won,negotiating,4800,,,,product_fit,Executive sponsor pushed deal through,Connect with CS for rollout,2024-11-22 03:54:14,2025-01-06 03:54:14,
a0c5e673-98b3-41fd-b92b-b8cae91afdb1,bafcd4fa-eb2a-4f1f-ac99-08d0a1d382a4,f1fa6171-c7a4-4b92-bf01-ad9a3ea7f82b,new,won,negotiating,18000,,,,relationship,Integration story resonated,Training session scheduled,2025-10-09 03:54:14,2025-12-30 03:54:14,
6b925628-5a0c-4233-a7a8-20d908380796,79e33392-d943-4062-9b72-71c5f95a73c0,3620388c-a5c6-412d-a681-cdfd55da1658,new,won,negotiating,9600,,,,product_fit,"Strong product fit, fast legal",Integration support needed,2026-03-06 03:54:14,2026-05-24 03:54:14,
d99ac4cf-7b06-4d76-8a6c-796009fcbec7,86f6eece-759e-4169-8223-feed66f546fc,74f11ff3-05b3-4cbb-9979-4e25b5faae4d,new,won,negotiating,4800,,,,speed_to_value,Semantic layer was differentiator,Expand to second team in Q2,2018-08-05 03:54:14,2018-10-31 03:54:14,
1861b520-2fad-4666-8b14-eb7bb033ab8f,20c9af26-8eb7-46de-afb0-05f394361fb0,78c6f717-e9bd-4d49-a0ce-566a99e8e45e,new,won,negotiating,1200,,,,product_fit,White-glove onboarding helped,Training session scheduled,2019-03-02 03:54:14,2019-05-10 03:54:14,
7c223301-ae99-4e6a-bac9-964ac2d0f495,824df619-a27e-455c-a6e2-c7608a45b238,74f11ff3-05b3-4cbb-9979-4e25b5faae4d,new,won,negotiating,2400,,,,pricing_advantage,"Partner referral, smooth process",Upsell conversation in 6 months,2020-04-27 03:54:14,2020-06-26 03:54:14,
140fb23b-61cd-47ea-b669-42002ccbed74,1bf435a2-5bd6-4780-9a20-15fa3388e48b,74f11ff3-05b3-4cbb-9979-4e25b5faae4d,new,won,negotiating,36000,,,,product_fit,Semantic layer was differentiator,Dashboard migration assistance,2020-11-22 03:54:14,2021-01-26 03:54:14,
46e6ed34-1b5d-4964-8137-e12e36b9c84f,677e9b5f-d459-4cfe-ae6f-f5cc22c6be7e,74f11ff3-05b3-4cbb-9979-4e25b5faae4d,new,won,negotiating,4800,,,,product_fit,Executive sponsor pushed deal through,Upsell conversation in 6 months,2021-12-27 03:54:14,2022-03-11 03:54:14,
cfc18f2c-0273-4fd4-b97c-c8e8b7b9ba46,6bb023da-afdd-4de9-b5b7-2169df6391b7,78c6f717-e9bd-4d49-a0ce-566a99e8e45e,new,won,negotiating,4800,,,,competitive_gap,White-glove onboarding helped,Dashboard migration assistance,2023-01-07 03:54:14,2023-02-12 03:54:14,
d6a20dc7-1d91-4438-8885-8074ae4b2941,5b3d87c3-8acf-489f-a173-e68a3f45f8dc,f1fa6171-c7a4-4b92-bf01-ad9a3ea7f82b,new,won,negotiating,4800,,,,competitive_gap,"Strong product fit, fast legal",Training session scheduled,2024-09-28 03:54:14,2024-12-14 03:54:14,
72d21929-5b8a-4311-a57d-4834ab9d33cd,aa2100bc-be45-4848-a263-8b95b8793320,f1fa6171-c7a4-4b92-bf01-ad9a3ea7f82b,new,won,negotiating,18000,,,,product_fit,Semantic layer was differentiator,Upsell conversation in 6 months,2025-02-06 03:54:14,2025-03-12 03:54:14,
f1ad5eb6-a3f6-46ae-b0f2-51b34a944a7f,0ba66fa0-2b93-4c30-b3e0-d87449319fda,f1fa6171-c7a4-4b92-bf01-ad9a3ea7f82b,new,won,negotiating,2400,,,,pricing_advantage,Semantic layer was differentiator,Onboarding kickoff next week,2025-12-21 03:54:14,2026-01-15 03:54:14,
f64ee50e-d8d2-42cf-a86d-1660e36b131a,387f015f-42e8-44e1-ba23-59d341fae69b,4ee2aab8-ac5d-4e0b-96d8-1b9b4306bf9a,new,won,negotiating,18000,,,,product_fit,"Partner referral, smooth process",Upsell conversation in 6 months,2026-02-23 03:54:14,2026-05-22 03:54:14,
2f4a9dd4-85de-4df2-a82f-0ccae36f5f22,35809dab-0c64-4e74-a688-85f38815c749,74f11ff3-05b3-4cbb-9979-4e25b5faae4d,new,won,negotiating,2400,,,,product_fit,White-glove onboarding helped,Training session scheduled,2018-08-19 03:54:14,2018-09-15 03:54:14,
a8f31538-1c1c-400e-bdae-4fc796cbd447,680fff2d-6cd1-45ad-b309-5658469e9fb9,78c6f717-e9bd-4d49-a0ce-566a99e8e45e,new,won,negotiating,9600,,,,product_fit,Semantic layer was differentiator,Upsell conversation in 6 months,2019-02-23 03:54:14,2019-05-09 03:54:14,
a80f980c-2319-44d2-919c-77e41d08f4d1,def2ebc9-b619-4410-a9b1-becc2fa0e3b8,78c6f717-e9bd-4d49-a0ce-566a99e8e45e,new,won,negotiating,2400,,,,product_fit,Quick time-to-value sealed it,Upsell conversation in 6 months,2019-11-23 03:54:14,2020-02-03 03:54:14,
92170367-cf00-4f97-831a-ec2cb047f53f,2557cd21-90c8-4a36-a35e-04cb6f492da0,74f11ff3-05b3-4cbb-9979-4e25b5faae4d,new,won,negotiating,4800,,,,speed_to_value,"Partner referral, smooth process",Expand to second team in Q2,2020-09-29 03:54:14,2020-12-25 03:54:14,
6347dec5-4b1a-4a55-9cec-3e57d0ef562e,e1e21387-273c-4ecb-bfc1-b235ab543749,78c6f717-e9bd-4d49-a0ce-566a99e8e45e,new,won,negotiating,4800,,,,product_fit,Integration story resonated,Schedule QBR in 90 days,2022-03-14 03:54:14,2022-04-19 03:54:14,
fa71a91f-32b1-4055-ab20-2e3c051ea43a,b9d3fb83-9e95-4330-8026-96799ae135a1,78c6f717-e9bd-4d49-a0ce-566a99e8e45e,new,won,negotiating,2400,,,,relationship,Champion drove internal buy-in,Integration support needed,2023-02-08 03:54:14,2023-05-04 03:54:14,
4ba18143-69d5-4267-9a69-2d7de5ce1794,fb141379-e0ba-4cb8-9199-58df27836f8a,731e7915-c734-4dff-bb2c-a67a09eca181,new,won,negotiating,2400,,,,relationship,Referral accelerated cycle,Expand to second team in Q2,2024-02-10 03:54:14,2024-03-28 03:54:14,
1a3e003f-333f-45fd-975c-50838f9c39ff,0fff2199-ca55-4937-98ba-dba845f898ed,f1fa6171-c7a4-4b92-bf01-ad9a3ea7f82b,new,won,negotiating,500,,,,speed_to_value,Semantic layer was differentiator,Expand to second team in Q2,2025-08-01 03:54:14,2025-10-27 03:54:14,
dd995462-eb44-4a3d-b05a-d37a9d328ca4,d903ca24-d0f5-4cf1-ae5a-62aa82655105,f1fa6171-c7a4-4b92-bf01-ad9a3ea7f82b,new,won,negotiating,36000,,,,relationship,Executive sponsor pushed deal through,Training session scheduled,2025-11-28 03:54:14,2026-02-08 03:54:14,
11facaff-2a6c-4a55-9d4e-f42ce9fb0d8f,c288858e-4f5b-480f-a7bf-24b5b861ddf7,4ee2aab8-ac5d-4e0b-96d8-1b9b4306bf9a,new,won,negotiating,18000,,,,product_fit,Quick time-to-value sealed it,Dashboard migration assistance,2026-02-23 03:54:14,2026-05-02 03:54:14,
c29c619b-1bbf-430c-b342-ee5c5d4d707a,b3ce5480-7a18-4e51-bd0d-413c6aa4ad5d,4ee2aab8-ac5d-4e0b-96d8-1b9b4306bf9a,new,won,negotiating,9600,,,,product_fit,Technical eval clinched it,Training session scheduled,2018-05-08 03:54:14,2018-06-10 03:54:14,
d4f76038-bea4-4be9-86fe-acbe61e555d4,44377c7a-1214-448b-808a-5c8271047b53,74f11ff3-05b3-4cbb-9979-4e25b5faae4d,new,won,negotiating,2400,,,,pricing_advantage,Quick time-to-value sealed it,Expand to second team in Q2,2018-12-24 03:54:14,2019-02-21 03:54:14,
4c990fd5-a8e2-4bef-94a2-5bdb24f589d3,1d44aea6-25e2-4fa7-b010-81059f538ede,78c6f717-e9bd-4d49-a0ce-566a99e8e45e,new,won,negotiating,2400,,,,product_fit,White-glove onboarding helped,Expand to second team in Q2,2019-10-26 03:54:14,2019-11-26 03:54:14,
9a5a6be7-2bd6-425d-b86f-c3be620ef932,cd401fd3-61db-4d7e-92a6-ebb51bfe5b7d,74f11ff3-05b3-4cbb-9979-4e25b5faae4d,new,won,negotiating,2400,,,,product_fit,Executive sponsor pushed deal through,Training session scheduled,2021-04-07 03:54:14,2021-06-16 03:54:14,
2461654a-f0fd-4c92-bd68-e38b3ea1ab3a,04e5e43a-a1e4-47c4-88f5-929403a46e70,3620388c-a5c6-412d-a681-cdfd55da1658,new,won,negotiating,4800,,,,product_fit,"Partner referral, smooth process",Schedule QBR in 90 days,2022-03-11 03:54:14,2022-05-12 03:54:14,
9d04cee5-def3-4b9e-9707-68a126e66dc6,2986acd8-797b-4bf6-8aca-94f1b2140342,3620388c-a5c6-412d-a681-cdfd55da1658,new,won,negotiating,1200,,,,product_fit,Champion drove internal buy-in,Dashboard migration assistance,2022-11-27 03:54:14,2023-02-22 03:54:14,
4f305c57-e7e1-489c-bdc8-8eb969632f2d,6e3fd6fa-bef5-45b4-807a-94d448bebf1b,4ee2aab8-ac5d-4e0b-96d8-1b9b4306bf9a,new,won,negotiating,2400,,,,competitive_gap,Quick time-to-value sealed it,Upsell conversation in 6 months,2024-02-10 03:54:14,2024-03-29 03:54:14,
2a52eaa1-14d8-409c-8cd0-168e2607eaf0,5caddd3d-13b0-49d3-88ec-7a513d44aebf,3620388c-a5c6-412d-a681-cdfd55da1658,new,won,negotiating,9600,,,,relationship,Competitive bake-off win on flexibility,Schedule QBR in 90 days,2025-08-09 03:54:14,2025-11-04 03:54:14,
a27868fa-291a-4b90-bdbd-010999c975bf,c64d1cb6-04eb-4cf3-ae91-fade0f31e50b,78c6f717-e9bd-4d49-a0ce-566a99e8e45e,new,won,negotiating,2400,,,,relationship,Integration story resonated,Integration support needed,2025-12-01 03:54:14,2025-12-27 03:54:14,
1d0822e0-2fe4-4900-8549-babd9c251be8,e8b4ce61-0bd2-4a9f-9983-fbf89444968f,4ee2aab8-ac5d-4e0b-96d8-1b9b4306bf9a,new,won,negotiating,1200,,,,product_fit,POC exceeded expectations,Upsell conversation in 6 months,2026-03-25 03:54:14,2026-06-17 03:54:14,
04677f43-e38c-4296-aa35-429d997e3029,48bdcb25-6504-4064-a57f-b237a864d8f9,731e7915-c734-4dff-bb2c-a67a09eca181,new,won,negotiating,2400,,,,product_fit,Executive sponsor pushed deal through,Expand to second team in Q2,2018-06-24 03:54:14,2018-09-13 03:54:14,
4ea19bd7-ca21-4d99-a8b2-eb4e4e5243b7,1eb562c4-8632-42f1-9e64-8434972b3433,74f11ff3-05b3-4cbb-9979-4e25b5faae4d,new,won,negotiating,2400,,,,competitive_gap,"Partner referral, smooth process",Upsell conversation in 6 months,2019-01-22 03:54:14,2019-03-08 03:54:14,
a55f43fd-409a-4277-a3a9-74f278f7a983,321b3ffe-8a23-4a58-ad3a-f077d981c350,78c6f717-e9bd-4d49-a0ce-566a99e8e45e,new,won,negotiating,4800,,,,relationship,Quick time-to-value sealed it,Upsell conversation in 6 months,2020-02-11 03:54:14,2020-04-10 03:54:14,
4ca04e93-87bb-4d45-bb8c-53d85f10c26f,a5ee48fb-bf56-4452-8c91-1c7b7e1dfac8,78c6f717-e9bd-4d49-a0ce-566a99e8e45e,new,won,negotiating,1200,,,,competitive_gap,"Partner referral, smooth process",Onboarding kickoff next week,2020-11-04 03:54:14,2021-01-01 03:54:14,
675bee6e-ad9e-4ea5-b190-f8a66d692a6b,e93a8c12-9c8b-45fe-a20f-f96fcc31bf0e,3620388c-a5c6-412d-a681-cdfd55da1658,new,won,negotiating,36000,,,,relationship,Referral accelerated cycle,Dashboard migration assistance,2021-07-26 03:54:14,2021-09-01 03:54:14,
113e835c-7711-4ca3-8ce1-f8b71e2b5485,23ebd4b9-4153-4a8a-92d1-8f72b5ddf2a0,74f11ff3-05b3-4cbb-9979-4e25b5faae4d,new,won,negotiating,1200,,,,product_fit,Technical eval clinched it,Training session scheduled,2022-08-09 03:54:14,2022-10-24 03:54:14,
b23ee25c-bc9b-44cd-8cea-593bf7b28e32,9f81dab6-1a18-4d20-afd3-67744fe0f2e1,3620388c-a5c6-412d-a681-cdfd55da1658,new,won,negotiating,2400,,,,pricing_advantage,Executive sponsor pushed deal through,Schedule QBR in 90 days,2023-09-26 03:54:14,2023-10-22 03:54:14,
95938d6d-ddd1-415e-8c9e-3ca8f3d521bf,3c65743c-9a80-471a-beb6-03c83db17870,78c6f717-e9bd-4d49-a0ce-566a99e8e45e,new,won,negotiating,1200,,,,relationship,POC exceeded expectations,Upsell conversation in 6 months,2025-01-13 03:54:14,2025-02-09 03:54:14,
806af5eb-5110-4823-8a58-466d5f46376c,b8f0b06e-0a97-4081-a9ee-d4eb26d00bc8,78c6f717-e9bd-4d49-a0ce-566a99e8e45e,new,lost,,500,missing_feature,,,,Embedding limitations,"Keep warm, budget may reopen",2026-01-21 03:54:14,2026-03-29 03:54:14,
5461d0ab-f1fb-4508-a1a4-782c165cfe27,0f99dddb-aa2f-4bd8-bb83-07265706ae51,4ee2aab8-ac5d-4e0b-96d8-1b9b4306bf9a,new,won,negotiating,1200,,,,product_fit,POC exceeded expectations,Dashboard migration assistance,2026-02-14 03:54:14,2026-04-18 03:54:14,
e5aacbba-8390-40c0-98d8-fce48ab10bae,9847c7b1-0545-4fde-b652-b1d8c6fc0e6b,4ee2aab8-ac5d-4e0b-96d8-1b9b4306bf9a,new,won,negotiating,9600,,,,pricing_advantage,Competitive bake-off win on flexibility,Onboarding kickoff next week,2018-06-17 03:54:14,2018-07-09 03:54:14,
3fc03c30-1b72-4a16-b6f1-f423e1672e29,a9286ef1-59ec-4e26-9ac0-f808098170f9,74f11ff3-05b3-4cbb-9979-4e25b5faae4d,new,won,negotiating,2400,,,,relationship,Technical eval clinched it,Dashboard migration assistance,2019-06-15 03:54:14,2019-09-02 03:54:14,
cc062678-5c35-4216-9f05-7ad8fc421774,7da09c5c-c6e1-40d8-9503-43a34eb554aa,74f11ff3-05b3-4cbb-9979-4e25b5faae4d,new,won,negotiating,4800,,,,relationship,Technical eval clinched it,Schedule QBR in 90 days,2020-02-17 03:54:14,2020-03-28 03:54:14,
945b8af3-65b6-43e8-9590-0c0dd0151333,58464fbb-4cae-40c0-ae2a-2039ec5f4e89,3620388c-a5c6-412d-a681-cdfd55da1658,new,won,negotiating,2400,,,,product_fit,Data team loved the modeling layer,Onboarding kickoff next week,2020-11-30 03:54:14,2021-01-15 03:54:14,
ff920e7e-2406-4a6e-896c-0c294c5b9df1,8d582ebe-d2a6-4cb1-b922-02fe5ad14b0f,74f11ff3-05b3-4cbb-9979-4e25b5faae4d,new,won,negotiating,4800,,,,product_fit,Technical eval clinched it,Upsell conversation in 6 months,2021-11-22 03:54:14,2021-12-20 03:54:14,
7798f051-9bcd-4080-bc36-f8adb863e721,6ed1a60a-e5ef-4b43-afd3-4f47c9b21771,3620388c-a5c6-412d-a681-cdfd55da1658,new,won,negotiating,9600,,,,competitive_gap,Quick time-to-value sealed it,Training session scheduled,2023-03-02 03:54:14,2023-05-06 03:54:14,
dc0dc992-ef9c-4339-b7bc-f35eca03cb3d,d003f340-da52-4a3c-8c9d-1e81d51f5336,3620388c-a5c6-412d-a681-cdfd55da1658,new,won,negotiating,18000,,,,product_fit,"Partner referral, smooth process",Schedule QBR in 90 days,2024-02-03 03:54:14,2024-04-25 03:54:14,
d29d3e83-0bbe-4bd2-be24-7495a3988aa9,27f04b21-fde2-4745-a00d-2013f07fa3ed,4ee2aab8-ac5d-4e0b-96d8-1b9b4306bf9a,new,won,negotiating,18000,,,,competitive_gap,Integration story resonated,Onboarding kickoff next week,2025-01-03 03:54:14,2025-02-17 03:54:14,
ba064acb-6325-47c3-9c97-5d0194678adc,d406fd55-bba1-4349-84a2-dbc4b6ad3389,3620388c-a5c6-412d-a681-cdfd55da1658,new,won,negotiating,9600,,,,pricing_advantage,Self-serve trial converted smoothly,Training session scheduled,2026-01-10 03:54:14,2026-02-21 03:54:14,
957a29a4-9fcd-425f-a01c-375ed2c55de5,896733ec-3c18-43d8-a44a-42126ad9373c,4ee2aab8-ac5d-4e0b-96d8-1b9b4306bf9a,new,won,negotiating,4800,,,,speed_to_value,Self-serve trial converted smoothly,Onboarding kickoff next week,2026-02-08 03:54:14,2026-04-06 03:54:14,
38ddeb36-debc-4366-b01a-2dc33d00ffd4,2a5bb2e0-68e5-4845-8946-4933df0c0590,78c6f717-e9bd-4d49-a0ce-566a99e8e45e,new,won,negotiating,9600,,,,product_fit,POC exceeded expectations,Connect with CS for rollout,2018-04-16 03:54:14,2018-07-07 03:54:14,
4827d4d5-1ff8-488b-8bfc-181524b41e9e,3ecf99f0-9930-4793-a562-a71e795538a5,78c6f717-e9bd-4d49-a0ce-566a99e8e45e,new,won,negotiating,36000,,,,pricing_advantage,POC exceeded expectations,Upsell conversation in 6 months,2018-12-15 03:54:14,2019-01-13 03:54:14,
4d80c793-51cc-4aa4-94f4-48ee7a2bcd31,a5d88d26-2e76-45f7-b910-7fd4ebf378ad,78c6f717-e9bd-4d49-a0ce-566a99e8e45e,new,won,negotiating,4800,,,,product_fit,Champion drove internal buy-in,Schedule QBR in 90 days,2019-11-02 03:54:14,2019-12-26 03:54:14,
af503cbd-9f57-400b-9e9d-0abd6a05889a,f13a7e19-0916-45c2-b8d6-8d60c9ff74c4,3620388c-a5c6-412d-a681-cdfd55da1658,new,won,negotiating,1200,,,,product_fit,Referral accelerated cycle,Schedule QBR in 90 days,2021-03-24 03:54:14,2021-05-23 03:54:14,
464fbbd2-0c19-49ae-9d90-7c7cdfc128a9,3233b240-4510-4f50-97ed-384f1c29c9b8,3620388c-a5c6-412d-a681-cdfd55da1658,new,won,negotiating,2400,,,,relationship,Technical eval clinched it,Expand to second team in Q2,2021-10-27 03:54:14,2021-12-19 03:54:14,
a11a6072-c36a-47ca-a0a1-57b0bec840da,f905e1df-0191-4c4e-9e3c-8101b52635cf,74f11ff3-05b3-4cbb-9979-4e25b5faae4d,new,won,negotiating,4800,,,,product_fit,White-glove onboarding helped,Connect with CS for rollout,2022-05-28 03:54:14,2022-08-26 03:54:14,
87749839-212d-43d0-96c7-3b3cf2ae331d,bbd7c38e-8b84-4b51-9632-64d7ef214be9,3620388c-a5c6-412d-a681-cdfd55da1658,new,won,negotiating,1200,,,,relationship,Semantic layer was differentiator,Connect with CS for rollout,2024-02-11 03:54:14,2024-05-08 03:54:14,
b02ec7a4-2790-4c8e-b78b-cebd21ee9262,27f52139-5076-4d90-a11a-1a9f22a45af9,3620388c-a5c6-412d-a681-cdfd55da1658,new,won,negotiating,500,,,,relationship,Semantic layer was differentiator,Training session scheduled,2025-09-14 03:54:14,2025-11-13 03:54:14,
6ea058ef-a60e-4011-beec-e4bcc4a6a09f,b3ec8028-5a27-4d1d-b415-9fb4f21d487e,f1fa6171-c7a4-4b92-bf01-ad9a3ea7f82b,new,won,negotiating,2400,,,,pricing_advantage,Quick time-to-value sealed it,Dashboard migration assistance,2026-01-17 03:54:14,2026-02-12 03:54:14,
1e43acbd-e061-4bd8-91f4-56b24c25c7c3,ede4dbe6-1ef0-49d2-baa9-3cee4d11369e,3620388c-a5c6-412d-a681-cdfd55da1658,new,lost,,9600,competitor_win,,,,Sigma spreadsheet UX won,Re-engage when SSO ships,2026-02-19 03:54:14,2026-04-05 03:54:14,
079bf50a-a196-4217-af1e-9a9327828321,375ed5a9-65b9-4290-a43a-b93a92bed538,74f11ff3-05b3-4cbb-9979-4e25b5faae4d,new,won,negotiating,4800,,,,competitive_gap,Data team loved the modeling layer,Training session scheduled,2018-10-07 03:54:14,2018-12-27 03:54:14,
4e7c74bc-b96e-4dfe-80b1-ca836b514a3c,d63dec25-2a73-409b-8a6b-31207b6d21b0,74f11ff3-05b3-4cbb-9979-4e25b5faae4d,new,won,negotiating,36000,,,,relationship,Executive sponsor pushed deal through,Upsell conversation in 6 months,2019-06-24 03:54:14,2019-09-01 03:54:14,
de7ca8ee-3bb1-46f9-bfe1-fc80a549c2bd,f09fcaf6-2822-4683-89af-475bda53a272,74f11ff3-05b3-4cbb-9979-4e25b5faae4d,new,won,negotiating,9600,,,,competitive_gap,Data team loved the modeling layer,Connect with CS for rollout,2020-03-19 03:54:14,2020-04-29 03:54:14,
34c0278e-c008-4b50-a745-5889d5309f77,f5b133bb-d8a8-4da4-a9ed-0eaead898205,74f11ff3-05b3-4cbb-9979-4e25b5faae4d,new,won,negotiating,4800,,,,pricing_advantage,Data team loved the modeling layer,Expand to second team in Q2,2020-07-08 03:54:14,2020-09-04 03:54:14,
9b990b41-98d3-43af-874d-4da0cbbe40c4,8b287972-d034-4d56-9fcd-274a6399cbef,78c6f717-e9bd-4d49-a0ce-566a99e8e45e,new,won,negotiating,1200,,,,other,"Strong product fit, fast legal",Dashboard migration assistance,2022-03-02 03:54:14,2022-04-13 03:54:14,
0a4a37e0-d466-42c0-8377-c18e8dec5f79,7b04fd9c-c54b-41a9-9d7b-692af7797feb,3620388c-a5c6-412d-a681-cdfd55da1658,new,won,negotiating,9600,,,,pricing_advantage,Champion drove internal buy-in,Connect with CS for rollout,2022-05-24 03:54:14,2022-06-23 03:54:14,
6fd0333f-881b-4b24-a7c9-4e5bd98d3c09,79470081-1bae-4702-ae7b-da40522f0df1,4ee2aab8-ac5d-4e0b-96d8-1b9b4306bf9a,new,won,negotiating,2400,,,,product_fit,Competitive bake-off win on flexibility,Integration support needed,2024-08-14 03:54:14,2024-09-10 03:54:14,
64059dbc-15bd-42e7-9b4c-4f96c7fbe39e,46beff20-c779-4556-b6ad-428b14519108,4ee2aab8-ac5d-4e0b-96d8-1b9b4306bf9a,new,won,negotiating,1200,,,,product_fit,Referral accelerated cycle,Dashboard migration assistance,2024-11-20 03:54:14,2025-02-10 03:54:14,
